CustomerID,Recency,Frequency,MonetaryValue,R_Quartile,F_Quartile,M_Quartile,RFMClass,RFM_Score,Customer Segment
13822,20,96,23310,1,3,3,133,7,Potential Loyalists Customers
13823,3,40,8730,3,2,2,322,7,Loyal Customers
13824,2,46,11410,3,3,3,333,9,Most Loyal Customer
13826,68,12,3310,1,1,1,111,3,Lost Customers
13827,3,93,22960,3,3,3,333,9,Most Loyal Customer
13828,65,15,3980,1,1,1,111,3,Lost Customers
13829,267,1,200,1,1,1,111,3,Lost Customers
13831,3,74,17220,3,3,3,333,9,Most Loyal Customer
13832,61,4,830,1,1,1,111,3,Lost Customers
13833,13,29,7140,2,2,2,222,6,Loyal Customers
13835,1,55,12560,4,3,3,433,10,Most Loyal Customer
13837,32,19,4620,1,2,2,122,5,Attention Needed Customers
13838,1,174,42220,4,4,4,444,12,Most Loyal Customer
13841,55,1,270,1,1,1,111,3,Lost Customers
13842,2,206,49370,3,4,4,344,11,Most Loyal Customer
13844,11,20,4880,2,2,2,222,6,Loyal Customers
13845,56,9,2470,1,1,1,111,3,Lost Customers
13846,1,58,14170,4,3,3,433,10,Most Loyal Customer
13848,95,5,1290,1,1,1,111,3,Lost Customers
13849,6,101,23990,2,3,3,233,8,Loyal Customers
13850,11,94,22960,2,3,3,233,8,Loyal Customers
13851,1,81,20000,4,3,3,433,10,Most Loyal Customer
13853,29,24,5890,1,2,2,122,5,Attention Needed Customers
13854,1,114,26890,4,4,4,444,12,Most Loyal Customer
13856,17,17,4410,2,1,2,212,5,Attention Needed Customers
13858,9,11,2590,2,1,1,211,4,Lost Customers
13859,5,28,6910,3,2,2,322,7,Loyal Customers
13860,6,77,18430,2,3,3,233,8,Loyal Customers
13862,2,142,33760,3,4,4,344,11,Most Loyal Customer
13863,11,22,5170,2,2,2,222,6,Loyal Customers
13865,22,30,7080,1,2,2,122,5,Attention Needed Customers
13866,4,7,1820,3,1,1,311,5,Potential Loyalists Customers
13867,4,61,14490,3,3,3,333,9,Most Loyal Customer
13868,8,33,8000,2,2,2,222,6,Loyal Customers
13869,1,307,73850,4,4,4,444,12,Most Loyal Customer
13870,3,118,28370,3,4,4,344,11,Most Loyal Customer
13871,1,338,81850,4,4,4,444,12,Most Loyal Customer
13873,1,24,5800,4,2,2,422,8,Loyal Customers
13874,39,18,4060,1,2,1,121,4,Attention Needed Customers
13875,9,104,24840,2,4,4,244,10,Most Loyal Customer
13876,104,7,1650,1,1,1,111,3,Lost Customers
13877,108,3,800,1,1,1,111,3,Lost Customers
13878,9,36,8570,2,2,2,222,6,Loyal Customers
13880,1,165,39260,4,4,4,444,12,Most Loyal Customer
13881,2,180,42980,3,4,4,344,11,Most Loyal Customer
13882,10,66,15610,2,3,3,233,8,Loyal Customers
13883,1,155,36650,4,4,4,444,12,Most Loyal Customer
13884,1,60,14650,4,3,3,433,10,Most Loyal Customer
13885,10,28,6650,2,2,2,222,6,Loyal Customers
13886,21,16,4080,1,1,1,111,3,Lost Customers
13887,32,19,4520,1,2,2,122,5,Attention Needed Customers
13888,3,40,9700,3,2,2,322,7,Loyal Customers
13889,28,15,3810,1,1,1,111,3,Lost Customers
13890,1,114,28840,4,4,4,444,12,Most Loyal Customer
13892,1,27,6220,4,2,2,422,8,Loyal Customers
13893,2,21,5160,3,2,2,322,7,Loyal Customers
13894,22,30,7770,1,2,2,122,5,Attention Needed Customers
13895,1,119,29410,4,4,4,444,12,Most Loyal Customer
13897,32,17,3940,1,1,1,111,3,Lost Customers
13898,21,12,2610,1,1,1,111,3,Lost Customers
13899,4,19,4850,3,2,2,322,7,Loyal Customers
13900,2,43,10010,3,3,2,332,8,Loyal Customers
13901,3,149,36060,3,4,4,344,11,Most Loyal Customer
13904,9,26,5860,2,2,2,222,6,Loyal Customers
13908,4,126,29930,3,4,4,344,11,Most Loyal Customer
13911,2,148,33850,3,4,4,344,11,Most Loyal Customer
13914,17,34,8640,2,2,2,222,6,Loyal Customers
13917,15,18,4170,2,2,2,222,6,Loyal Customers
13918,2,30,7190,3,2,2,322,7,Loyal Customers
13919,4,33,8290,3,2,2,322,7,Loyal Customers
13922,19,7,1600,1,1,1,111,3,Lost Customers
13923,1,20,4690,4,2,2,422,8,Loyal Customers
13924,5,137,32790,3,4,4,344,11,Most Loyal Customer
13925,4,45,10500,3,3,3,333,9,Most Loyal Customer
13926,122,11,2920,1,1,1,111,3,Lost Customers
13927,12,21,4980,2,2,2,222,6,Loyal Customers
13928,14,27,6560,2,2,2,222,6,Loyal Customers
13929,13,10,2330,2,1,1,211,4,Lost Customers
13930,1,17,4060,4,1,1,411,6,Potential Loyalists Customers
13931,2,59,14410,3,3,3,333,9,Most Loyal Customer
13932,33,16,3610,1,1,1,111,3,Lost Customers
13933,21,23,5920,1,2,2,122,5,Attention Needed Customers
13934,31,31,7710,1,2,2,122,5,Attention Needed Customers
13936,13,27,6500,2,2,2,222,6,Loyal Customers
13937,61,9,2330,1,1,1,111,3,Lost Customers
13938,101,7,1640,1,1,1,111,3,Lost Customers
13939,17,46,11580,2,3,3,233,8,Loyal Customers
13940,1,49,11560,4,3,3,433,10,Most Loyal Customer
13941,6,47,11630,2,3,3,233,8,Loyal Customers
13946,36,11,2490,1,1,1,111,3,Lost Customers
13947,53,5,1190,1,1,1,111,3,Lost Customers
13948,224,3,680,1,1,1,111,3,Lost Customers
13949,1,160,38460,4,4,4,444,12,Most Loyal Customer
13950,10,36,8740,2,2,2,222,6,Loyal Customers
13951,18,39,9640,1,2,2,122,5,Attention Needed Customers
13952,1,138,33170,4,4,4,444,12,Most Loyal Customer
13953,37,20,5210,1,2,2,122,5,Attention Needed Customers
13954,7,30,7410,2,2,2,222,6,Loyal Customers
13955,17,33,8260,2,2,2,222,6,Loyal Customers
13956,2,152,37290,3,4,4,344,11,Most Loyal Customer
13958,33,5,1190,1,1,1,111,3,Lost Customers
13959,1,92,21000,4,3,3,433,10,Most Loyal Customer
13960,12,12,3120,2,1,1,211,4,Lost Customers
13962,27,11,2660,1,1,1,111,3,Lost Customers
13963,9,35,8480,2,2,2,222,6,Loyal Customers
13967,70,2,470,1,1,1,111,3,Lost Customers
13969,1,633,152960,4,4,4,444,12,Most Loyal Customer
13971,2,158,39620,3,4,4,344,11,Most Loyal Customer
13972,82,15,4140,1,1,2,112,4,Almost Lost Customers
13973,51,11,2600,1,1,1,111,3,Lost Customers
13974,6,28,7050,2,2,2,222,6,Loyal Customers
13975,1,340,82380,4,4,4,444,12,Most Loyal Customer
13976,76,10,2520,1,1,1,111,3,Lost Customers
13978,43,15,3580,1,1,1,111,3,Lost Customers
13979,2,54,13440,3,3,3,333,9,Most Loyal Customer
13980,3,11,2490,3,1,1,311,5,Potential Loyalists Customers
13982,1,115,27050,4,4,4,444,12,Most Loyal Customer
13983,2,112,26500,3,4,4,344,11,Most Loyal Customer
13984,10,17,4650,2,1,2,212,5,Attention Needed Customers
13985,1,353,84050,4,4,4,444,12,Most Loyal Customer
13986,7,13,2770,2,1,1,211,4,Lost Customers
13988,1,239,56870,4,4,4,444,12,Most Loyal Customer
13989,1,41,9590,4,2,2,422,8,Loyal Customers
13990,112,16,3920,1,1,1,111,3,Lost Customers
13991,1,86,20920,4,3,3,433,10,Most Loyal Customer
13992,32,5,1080,1,1,1,111,3,Lost Customers
13993,8,125,29920,2,4,4,244,10,Most Loyal Customer
13994,2,155,37720,3,4,4,344,11,Most Loyal Customer
13995,5,87,20750,3,3,3,333,9,Most Loyal Customer
13999,4,212,51520,3,4,4,344,11,Most Loyal Customer
14000,21,16,3670,1,1,1,111,3,Lost Customers
14001,1,40,9310,4,2,2,422,8,Loyal Customers
14002,1,47,11440,4,3,3,433,10,Most Loyal Customer
14004,5,171,40130,3,4,4,344,11,Most Loyal Customer
14005,1,84,20000,4,3,3,433,10,Most Loyal Customer
14006,13,30,7300,2,2,2,222,6,Loyal Customers
14009,1,44,10710,4,3,3,433,10,Most Loyal Customer
14012,51,11,2570,1,1,1,111,3,Lost Customers
14013,1,34,7880,4,2,2,422,8,Loyal Customers
14014,3,39,9310,3,2,2,322,7,Loyal Customers
14015,5,20,4650,3,2,2,322,7,Loyal Customers
14016,4,162,38930,3,4,4,344,11,Most Loyal Customer
14019,1,68,16210,4,3,3,433,10,Most Loyal Customer
14020,23,39,9450,1,2,2,122,5,Attention Needed Customers
14021,72,22,5380,1,2,2,122,5,Attention Needed Customers
14022,9,28,6630,2,2,2,222,6,Loyal Customers
14023,8,31,7290,2,2,2,222,6,Loyal Customers
14024,1,16,3910,4,1,1,411,6,Potential Loyalists Customers
14027,70,6,1600,1,1,1,111,3,Lost Customers
14029,16,15,3500,2,1,1,211,4,Lost Customers
14030,1,243,57770,4,4,4,444,12,Most Loyal Customer
14031,2,258,62090,3,4,4,344,11,Most Loyal Customer
14032,4,152,36860,3,4,4,344,11,Most Loyal Customer
14034,1,92,21430,4,3,3,433,10,Most Loyal Customer
14035,2,66,15900,3,3,3,333,9,Most Loyal Customer
14036,3,38,8530,3,2,2,322,7,Loyal Customers
14037,7,28,7030,2,2,2,222,6,Loyal Customers
14038,1,93,22330,4,3,3,433,10,Most Loyal Customer
14039,77,6,1430,1,1,1,111,3,Lost Customers
14040,3,241,55880,3,4,4,344,11,Most Loyal Customer
14041,8,21,4850,2,2,2,222,6,Loyal Customers
14044,1,209,49350,4,4,4,444,12,Most Loyal Customer
14045,41,6,1480,1,1,1,111,3,Lost Customers
14046,2,14,3300,3,1,1,311,5,Potential Loyalists Customers
14047,7,34,8000,2,2,2,222,6,Loyal Customers
14048,7,88,21200,2,3,3,233,8,Loyal Customers
14049,1,505,121070,4,4,4,444,12,Most Loyal Customer
14050,12,54,12890,2,3,3,233,8,Loyal Customers
14051,7,215,51630,2,4,4,244,10,Most Loyal Customer
14052,1,56,13020,4,3,3,433,10,Most Loyal Customer
14053,37,4,960,1,1,1,111,3,Lost Customers
14054,71,6,1500,1,1,1,111,3,Lost Customers
14055,15,10,2490,2,1,1,211,4,Lost Customers
14056,1,1128,272130,4,4,4,444,12,Most Loyal Customer
14057,1,291,69230,4,4,4,444,12,Most Loyal Customer
14059,23,8,1860,1,1,1,111,3,Lost Customers
14060,1,203,49510,4,4,4,444,12,Most Loyal Customer
14062,4,111,27140,3,4,4,344,11,Most Loyal Customer
14064,19,82,19870,1,3,3,133,7,Potential Loyalists Customers
14066,66,7,1560,1,1,1,111,3,Lost Customers
14067,4,52,12460,3,3,3,333,9,Most Loyal Customer
14068,10,24,6050,2,2,2,222,6,Loyal Customers
14071,1,333,80130,4,4,4,444,12,Most Loyal Customer
14073,46,14,3160,1,1,1,111,3,Lost Customers
14075,1,43,10290,4,3,3,433,10,Most Loyal Customer
14076,5,46,11030,3,3,3,333,9,Most Loyal Customer
14077,12,42,9780,2,2,2,222,6,Loyal Customers
14078,1,65,15380,4,3,3,433,10,Most Loyal Customer
14079,7,12,2970,2,1,1,211,4,Lost Customers
14080,6,4,850,2,1,1,211,4,Lost Customers
14081,1,156,36790,4,4,4,444,12,Most Loyal Customer
14082,4,29,7040,3,2,2,322,7,Loyal Customers
14083,3,181,43570,3,4,4,344,11,Most Loyal Customer
14085,1,451,107610,4,4,4,444,12,Most Loyal Customer
14087,7,70,17230,2,3,3,233,8,Loyal Customers
14088,1,590,142560,4,4,4,444,12,Most Loyal Customer
14089,18,14,3150,1,1,1,111,3,Lost Customers
14090,330,1,300,1,1,1,111,3,Lost Customers
14092,4,217,52120,3,4,4,344,11,Most Loyal Customer
14093,14,105,26270,2,4,4,244,10,Most Loyal Customer
14096,1,5128,1231670,4,4,4,444,12,Most Loyal Customer
14098,1,21,5100,4,2,2,422,8,Loyal Customers
14099,1,252,60690,4,4,4,444,12,Most Loyal Customer
14100,5,26,6190,3,2,2,322,7,Loyal Customers
14101,2,35,8390,3,2,2,322,7,Loyal Customers
14102,2,84,20230,3,3,3,333,9,Most Loyal Customer
14104,18,21,4620,1,2,2,122,5,Attention Needed Customers
14105,3,76,18800,3,3,3,333,9,Most Loyal Customer
14107,1,124,29090,4,4,4,444,12,Most Loyal Customer
14108,21,35,8510,1,2,2,122,5,Attention Needed Customers
14109,17,14,3370,2,1,1,211,4,Lost Customers
14110,2,157,38040,3,4,4,344,11,Most Loyal Customer
14111,1,11,2640,4,1,1,411,6,Potential Loyalists Customers
14112,3,173,41900,3,4,4,344,11,Most Loyal Customer
14113,5,40,9800,3,2,2,322,7,Loyal Customers
14114,31,15,3540,1,1,1,111,3,Lost Customers
14116,21,72,17570,1,3,3,133,7,Potential Loyalists Customers
14117,168,3,770,1,1,1,111,3,Lost Customers
14119,314,1,230,1,1,1,111,3,Lost Customers
14121,1,161,37560,4,4,4,444,12,Most Loyal Customer
14124,5,5,1180,3,1,1,311,5,Potential Loyalists Customers
14125,1,167,40200,4,4,4,444,12,Most Loyal Customer
14126,40,16,3790,1,1,1,111,3,Lost Customers
14127,4,44,10410,3,3,3,333,9,Most Loyal Customer
14128,17,46,11260,2,3,3,233,8,Loyal Customers
14129,1,52,13040,4,3,3,433,10,Most Loyal Customer
14130,4,67,17040,3,3,3,333,9,Most Loyal Customer
14132,2,201,48470,3,4,4,344,11,Most Loyal Customer
14133,6,30,7530,2,2,2,222,6,Loyal Customers
14135,3,134,33200,3,4,4,344,11,Most Loyal Customer
14138,4,47,11030,3,3,3,333,9,Most Loyal Customer
14139,32,26,6020,1,2,2,122,5,Attention Needed Customers
14140,21,67,16000,1,3,3,133,7,Potential Loyalists Customers
14141,5,46,11260,3,3,3,333,9,Most Loyal Customer
14142,16,22,5380,2,2,2,222,6,Loyal Customers
14143,5,7,1580,3,1,1,311,5,Potential Loyalists Customers
14145,53,12,2970,1,1,1,111,3,Lost Customers
14146,1,245,58620,4,4,4,444,12,Most Loyal Customer
14147,167,6,1420,1,1,1,111,3,Lost Customers
14148,53,3,690,1,1,1,111,3,Lost Customers
14149,2,40,9260,3,2,2,322,7,Loyal Customers
14150,1,26,6380,4,2,2,422,8,Loyal Customers
14152,7,50,11400,2,3,3,233,8,Loyal Customers
14154,5,52,12420,3,3,3,333,9,Most Loyal Customer
14155,11,6,1290,2,1,1,211,4,Lost Customers
14156,1,1420,342810,4,4,4,444,12,Most Loyal Customer
14157,29,49,11530,1,3,3,133,7,Potential Loyalists Customers
14158,1,41,10390,4,2,3,423,9,Most Loyal Customer
14159,1,1212,290550,4,4,4,444,12,Most Loyal Customer
14161,9,108,25560,2,4,4,244,10,Most Loyal Customer
14162,1,25,5900,4,2,2,422,8,Loyal Customers
14163,1,52,12140,4,3,3,433,10,Most Loyal Customer
14164,18,29,7320,1,2,2,122,5,Attention Needed Customers
14165,3,25,6160,3,2,2,322,7,Loyal Customers
14167,5,52,12280,3,3,3,333,9,Most Loyal Customer
14171,1,58,13790,4,3,3,433,10,Most Loyal Customer
14173,25,29,7060,1,2,2,122,5,Attention Needed Customers
14174,27,26,6420,1,2,2,122,5,Attention Needed Customers
14175,1,164,39780,4,4,4,444,12,Most Loyal Customer
14176,65,32,7670,1,2,2,122,5,Attention Needed Customers
14177,18,43,9940,1,3,2,132,6,Potential Loyalists Customers
14178,1,327,79540,4,4,4,444,12,Most Loyal Customer
14179,1,165,39500,4,4,4,444,12,Most Loyal Customer
14180,2,248,59990,3,4,4,344,11,Most Loyal Customer
14184,29,24,6200,1,2,2,122,5,Attention Needed Customers
14185,95,3,750,1,1,1,111,3,Lost Customers
14188,1,71,17100,4,3,3,433,10,Most Loyal Customer
14189,1,277,66410,4,4,4,444,12,Most Loyal Customer
14191,1,263,62790,4,4,4,444,12,Most Loyal Customer
14193,3,42,10690,3,2,3,323,8,Loyal Customers
14194,1,604,146140,4,4,4,444,12,Most Loyal Customer
14195,14,8,1900,2,1,1,211,4,Lost Customers
14196,29,6,1440,1,1,1,111,3,Lost Customers
14198,5,44,10720,3,3,3,333,9,Most Loyal Customer
14199,100,2,370,1,1,1,111,3,Lost Customers
14201,3,39,9530,3,2,2,322,7,Loyal Customers
14204,26,44,10230,1,3,3,133,7,Potential Loyalists Customers
14205,7,39,9250,2,2,2,222,6,Loyal Customers
14206,1,21,4740,4,2,2,422,8,Loyal Customers
14208,24,10,2520,1,1,1,111,3,Lost Customers
14209,3,88,21930,3,3,3,333,9,Most Loyal Customer
14210,16,103,24840,2,4,4,244,10,Most Loyal Customer
14211,4,118,28360,3,4,4,344,11,Most Loyal Customer
14212,1,9,2440,4,1,1,411,6,Potential Loyalists Customers
14213,9,5,1170,2,1,1,211,4,Lost Customers
14214,2,70,16220,3,3,3,333,9,Most Loyal Customer
14215,1,109,26240,4,4,4,444,12,Most Loyal Customer
14216,20,59,14330,1,3,3,133,7,Potential Loyalists Customers
14217,1,107,24340,4,4,3,443,11,Most Loyal Customer
14218,1,12,2890,4,1,1,411,6,Potential Loyalists Customers
14219,8,7,1500,2,1,1,211,4,Lost Customers
14220,14,21,5060,2,2,2,222,6,Loyal Customers
14221,1,194,45790,4,4,4,444,12,Most Loyal Customer
14222,7,41,9890,2,2,2,222,6,Loyal Customers
14223,1,61,14580,4,3,3,433,10,Most Loyal Customer
14224,1,118,27730,4,4,4,444,12,Most Loyal Customer
14226,14,73,18660,2,3,3,233,8,Loyal Customers
14227,3,183,42770,3,4,4,344,11,Most Loyal Customer
14229,4,43,10110,3,3,3,333,9,Most Loyal Customer
14231,1,54,12750,4,3,3,433,10,Most Loyal Customer
14232,1,118,28740,4,4,4,444,12,Most Loyal Customer
14233,1,36,8300,4,2,2,422,8,Loyal Customers
14234,2,159,38980,3,4,4,344,11,Most Loyal Customer
14235,1,80,19390,4,3,3,433,10,Most Loyal Customer
14236,21,15,3730,1,1,1,111,3,Lost Customers
14237,11,9,1960,2,1,1,211,4,Lost Customers
14238,134,8,1900,1,1,1,111,3,Lost Customers
14239,1,116,27790,4,4,4,444,12,Most Loyal Customer
14240,1,42,10260,4,2,3,423,9,Most Loyal Customer
14241,21,10,2470,1,1,1,111,3,Lost Customers
14242,11,16,3980,2,1,1,211,4,Lost Customers
14243,1,148,34720,4,4,4,444,12,Most Loyal Customer
14245,5,112,26190,3,4,4,344,11,Most Loyal Customer
14246,5,75,17630,3,3,3,333,9,Most Loyal Customer
14247,32,20,4640,1,2,2,122,5,Attention Needed Customers
14248,181,8,2080,1,1,1,111,3,Lost Customers
14250,1,111,27110,4,4,4,444,12,Most Loyal Customer
14251,3,78,18500,3,3,3,333,9,Most Loyal Customer
14256,2,54,13610,3,3,3,333,9,Most Loyal Customer
14257,3,107,25990,3,4,4,344,11,Most Loyal Customer
14258,13,112,27310,2,4,4,244,10,Most Loyal Customer
14259,156,5,1230,1,1,1,111,3,Lost Customers
14261,4,52,12390,3,3,3,333,9,Most Loyal Customer
14262,2,143,35120,3,4,4,344,11,Most Loyal Customer
14264,17,19,4490,2,2,2,222,6,Loyal Customers
14265,23,31,7540,1,2,2,122,5,Attention Needed Customers
14267,1,66,15310,4,3,3,433,10,Most Loyal Customer
14270,8,29,6760,2,2,2,222,6,Loyal Customers
14271,62,10,2460,1,1,1,111,3,Lost Customers
14272,2,33,8170,3,2,2,322,7,Loyal Customers
14273,2,29,7000,3,2,2,322,7,Loyal Customers
14276,1,75,18290,4,3,3,433,10,Most Loyal Customer
14277,1,228,53640,4,4,4,444,12,Most Loyal Customer
14280,12,8,1840,2,1,1,211,4,Lost Customers
14282,1,156,37310,4,4,4,444,12,Most Loyal Customer
14284,21,34,8500,1,2,2,122,5,Attention Needed Customers
14285,7,27,6340,2,2,2,222,6,Loyal Customers
14286,2,285,67780,3,4,4,344,11,Most Loyal Customer
14287,94,11,2570,1,1,1,111,3,Lost Customers
14288,1,17,3920,4,1,1,411,6,Potential Loyalists Customers
14289,2,47,11220,3,3,3,333,9,Most Loyal Customer
14290,10,103,24570,2,4,4,244,10,Most Loyal Customer
14291,5,238,55570,3,4,4,344,11,Most Loyal Customer
14292,1,108,26310,4,4,4,444,12,Most Loyal Customer
14293,13,61,14780,2,3,3,233,8,Loyal Customers
14295,17,7,1400,2,1,1,211,4,Lost Customers
14297,9,64,16110,2,3,3,233,8,Loyal Customers
14298,1,1640,395710,4,4,4,444,12,Most Loyal Customer
14299,2,162,38430,3,4,4,344,11,Most Loyal Customer
14300,49,3,620,1,1,1,111,3,Lost Customers
14301,27,16,4000,1,1,1,111,3,Lost Customers
14304,21,27,6500,1,2,2,122,5,Attention Needed Customers
14305,5,110,25880,3,4,4,344,11,Most Loyal Customer
14306,10,35,8580,2,2,2,222,6,Loyal Customers
14307,1,180,44070,4,4,4,444,12,Most Loyal Customer
14309,3,123,29080,3,4,4,344,11,Most Loyal Customer
14311,1,27,6110,4,2,2,422,8,Loyal Customers
14312,7,87,21300,2,3,3,233,8,Loyal Customers
14314,48,8,1870,1,1,1,111,3,Lost Customers
14315,4,104,25810,3,4,4,344,11,Most Loyal Customer
14317,35,24,5290,1,2,2,122,5,Attention Needed Customers
14320,1,42,10150,4,2,3,423,9,Most Loyal Customer
14321,3,123,29370,3,4,4,344,11,Most Loyal Customer
14323,4,41,9750,3,2,2,322,7,Loyal Customers
14326,1,9,2200,4,1,1,411,6,Potential Loyalists Customers
14327,14,12,2570,2,1,1,211,4,Lost Customers
14329,1,269,65160,4,4,4,444,12,Most Loyal Customer
14331,6,28,6760,2,2,2,222,6,Loyal Customers
14332,15,26,6290,2,2,2,222,6,Loyal Customers
14333,16,19,4430,2,2,2,222,6,Loyal Customers
14334,1,163,40160,4,4,4,444,12,Most Loyal Customer
14335,11,63,15270,2,3,3,233,8,Loyal Customers
14336,18,90,21090,1,3,3,133,7,Potential Loyalists Customers
14338,1,34,8220,4,2,2,422,8,Loyal Customers
14339,8,18,4370,2,2,2,222,6,Loyal Customers
14340,38,6,1290,1,1,1,111,3,Lost Customers
14341,1,130,31470,4,4,4,444,12,Most Loyal Customer
14342,15,24,5580,2,2,2,222,6,Loyal Customers
14344,6,71,17050,2,3,3,233,8,Loyal Customers
14345,124,6,1380,1,1,1,111,3,Lost Customers
14346,3,60,14410,3,3,3,333,9,Most Loyal Customer
14348,13,18,4280,2,2,2,222,6,Loyal Customers
14349,6,31,7210,2,2,2,222,6,Loyal Customers
14350,84,21,5240,1,2,2,122,5,Attention Needed Customers
14351,145,1,260,1,1,1,111,3,Lost Customers
14352,9,47,11350,2,3,3,233,8,Loyal Customers
14353,56,6,1450,1,1,1,111,3,Lost Customers
14354,3,9,2170,3,1,1,311,5,Potential Loyalists Customers
14355,23,11,2410,1,1,1,111,3,Lost Customers
14356,1,38,8960,4,2,2,422,8,Loyal Customers
14357,3,41,10330,3,2,3,323,8,Loyal Customers
14359,2,58,13820,3,3,3,333,9,Most Loyal Customer
14360,1,118,28320,4,4,4,444,12,Most Loyal Customer
14362,4,41,9560,3,2,2,322,7,Loyal Customers
14364,6,69,17250,2,3,3,233,8,Loyal Customers
14367,1,533,127570,4,4,4,444,12,Most Loyal Customer
14368,41,8,1850,1,1,1,111,3,Lost Customers
14371,233,4,1040,1,1,1,111,3,Lost Customers
14373,134,4,970,1,1,1,111,3,Lost Customers
14375,3,75,17840,3,3,3,333,9,Most Loyal Customer
14377,11,11,2780,2,1,1,211,4,Lost Customers
14379,4,46,11190,3,3,3,333,9,Most Loyal Customer
14381,1,56,14020,4,3,3,433,10,Most Loyal Customer
14382,3,131,30550,3,4,4,344,11,Most Loyal Customer
14383,15,59,14050,2,3,3,233,8,Loyal Customers
14385,35,14,3500,1,1,1,111,3,Lost Customers
14386,35,7,1690,1,1,1,111,3,Lost Customers
14387,2,140,34090,3,4,4,344,11,Most Loyal Customer
14388,1,191,45010,4,4,4,444,12,Most Loyal Customer
14389,1,62,14320,4,3,3,433,10,Most Loyal Customer
14390,1,291,69050,4,4,4,444,12,Most Loyal Customer
14393,28,5,1230,1,1,1,111,3,Lost Customers
14395,1,353,85490,4,4,4,444,12,Most Loyal Customer
14396,5,73,17840,3,3,3,333,9,Most Loyal Customer
14397,1,95,23030,4,3,3,433,10,Most Loyal Customer
14400,14,26,6220,2,2,2,222,6,Loyal Customers
14401,3,183,44480,3,4,4,344,11,Most Loyal Customer
14403,37,26,6220,1,2,2,122,5,Attention Needed Customers
14404,1,104,25040,4,4,4,444,12,Most Loyal Customer
14406,41,8,1880,1,1,1,111,3,Lost Customers
14407,1,76,17990,4,3,3,433,10,Most Loyal Customer
14408,6,107,25590,2,4,4,244,10,Most Loyal Customer
14409,10,55,13370,2,3,3,233,8,Loyal Customers
14410,1,287,66690,4,4,4,444,12,Most Loyal Customer
14411,80,14,3270,1,1,1,111,3,Lost Customers
14412,7,45,10840,2,3,3,233,8,Loyal Customers
14413,1,23,5480,4,2,2,422,8,Loyal Customers
14414,1,98,23650,4,3,3,433,10,Most Loyal Customer
14415,1,612,148650,4,4,4,444,12,Most Loyal Customer
14416,14,14,3300,2,1,1,211,4,Lost Customers
14418,9,124,29660,2,4,4,244,10,Most Loyal Customer
14419,3,206,50690,3,4,4,344,11,Most Loyal Customer
14420,1,30,6430,4,2,2,422,8,Loyal Customers
14421,1,27,6330,4,2,2,422,8,Loyal Customers
14422,4,222,54120,3,4,4,344,11,Most Loyal Customer
14423,79,3,490,1,1,1,111,3,Lost Customers
14424,283,1,240,1,1,1,111,3,Lost Customers
14426,1,264,63800,4,4,4,444,12,Most Loyal Customer
14427,33,17,4040,1,1,1,111,3,Lost Customers
14428,1,148,35540,4,4,4,444,12,Most Loyal Customer
14431,97,22,5520,1,2,2,122,5,Attention Needed Customers
14432,1,382,91090,4,4,4,444,12,Most Loyal Customer
14434,4,12,2680,3,1,1,311,5,Potential Loyalists Customers
14436,11,9,2020,2,1,1,211,4,Lost Customers
14437,25,6,1460,1,1,1,111,3,Lost Customers
14438,22,9,2030,1,1,1,111,3,Lost Customers
14439,8,32,8020,2,2,2,222,6,Loyal Customers
14440,7,55,13460,2,3,3,233,8,Loyal Customers
14441,5,59,14260,3,3,3,333,9,Most Loyal Customer
14442,2,68,16690,3,3,3,333,9,Most Loyal Customer
14443,7,98,23700,2,3,3,233,8,Loyal Customers
14446,3,293,71420,3,4,4,344,11,Most Loyal Customer
14447,26,70,17240,1,3,3,133,7,Potential Loyalists Customers
14448,34,20,4930,1,2,2,122,5,Attention Needed Customers
14449,1,258,62330,4,4,4,444,12,Most Loyal Customer
14450,3,40,9470,3,2,2,322,7,Loyal Customers
14451,3,109,24940,3,4,4,344,11,Most Loyal Customer
14452,1,62,15160,4,3,3,433,10,Most Loyal Customer
14453,37,22,5000,1,2,2,122,5,Attention Needed Customers
14456,1,977,234510,4,4,4,444,12,Most Loyal Customer
14457,49,4,1030,1,1,1,111,3,Lost Customers
14459,16,37,9100,2,2,2,222,6,Loyal Customers
14460,11,17,3810,2,1,1,211,4,Lost Customers
14461,1,180,43640,4,4,4,444,12,Most Loyal Customer
14462,1,246,59140,4,4,4,444,12,Most Loyal Customer
14463,84,6,1520,1,1,1,111,3,Lost Customers
14465,1,130,31030,4,4,4,444,12,Most Loyal Customer
14466,6,72,17660,2,3,3,233,8,Loyal Customers
14467,1,90,21060,4,3,3,433,10,Most Loyal Customer
14470,12,43,10400,2,3,3,233,8,Loyal Customers
14472,1,281,67240,4,4,4,444,12,Most Loyal Customer
14473,18,7,1720,1,1,1,111,3,Lost Customers
14474,6,30,7280,2,2,2,222,6,Loyal Customers
14475,21,47,11230,1,3,3,133,7,Potential Loyalists Customers
14476,1,19,5070,4,2,2,422,8,Loyal Customers
14477,73,11,2670,1,1,1,111,3,Lost Customers
14479,3,18,4030,3,2,1,321,6,Loyal Customers
14480,37,13,3060,1,1,1,111,3,Lost Customers
14481,6,30,7190,2,2,2,222,6,Loyal Customers
14482,3,144,34920,3,4,4,344,11,Most Loyal Customer
14483,68,10,2420,1,1,1,111,3,Lost Customers
